index,uuid,driver_version,name,gpu_serial,display_active,display_mode
2,GPU-af3a4183-2ea1-ff77-9754-6eb839e0d6f2,550.107.02,NVIDIA GeForce RTX 4090,[N/A],Disabled,Disabled
3,GPU-c1561944-bdd2-46a5-f659-b20a0cb823fb,550.107.02,NVIDIA GeForce RTX 4090,[N/A],Enabled,Enabled

pid,process_name,gpu_uuid,gpu_name,used_memory

index,utilization_gpu,memory_total,memory_used,memory_free,timestamp
2,83,24564,9554,14657,2025/06/15 23:52:06.203
3,77,24564,9871,14337,2025/06/15 23:52:06.204
2,0,24564,9554,14657,2025/06/15 23:52:11.272
3,4,24564,9872,14337,2025/06/15 23:52:11.273
2,0,24564,9554,14657,2025/06/15 23:52:16.330
3,3,24564,9871,14338,2025/06/15 23:52:16.331
2,0,24564,9554,14657,2025/06/15 23:52:21.395
3,3,24564,9871,14338,2025/06/15 23:52:21.396
2,44,24564,9554,14657,2025/06/15 23:52:26.459
3,89,24564,9873,14335,2025/06/15 23:52:26.461
2,0,24564,9554,14657,2025/06/15 23:52:31.528
3,100,24564,9873,14335,2025/06/15 23:52:31.529
2,0,24564,9554,14657,2025/06/15 23:52:36.593
3,100,24564,9871,14338,2025/06/15 23:52:36.594
2,0,24564,9554,14657,2025/06/15 23:52:41.659
3,3,24564,9872,14337,2025/06/15 23:52:41.661
2,0,24564,9554,14657,2025/06/15 23:52:46.725
3,3,24564,9872,14337,2025/06/15 23:52:46.726
2,0,24564,9554,14657,2025/06/15 23:52:51.793
3,3,24564,9871,14338,2025/06/15 23:52:51.794
2,0,24564,9554,14657,2025/06/15 23:52:56.862
3,3,24564,9872,14337,2025/06/15 23:52:56.863
2,0,24564,9554,14657,2025/06/15 23:53:01.929
3,3,24564,9872,14337,2025/06/15 23:53:01.930
2,0,24564,9554,14657,2025/06/15 23:53:06.995
3,3,24564,9871,14338,2025/06/15 23:53:06.996
2,0,24564,9554,14657,2025/06/15 23:53:12.057
3,3,24564,9871,14337,2025/06/15 23:53:12.058
2,0,24564,9554,14657,2025/06/15 23:53:17.116
3,3,24564,9872,14337,2025/06/15 23:53:17.117
2,0,24564,9554,14657,2025/06/15 23:53:22.161
3,3,24564,9871,14338,2025/06/15 23:53:22.162
2,0,24564,9554,14657,2025/06/15 23:53:27.218
3,3,24564,9871,14338,2025/06/15 23:53:27.219
2,0,24564,9554,14657,2025/06/15 23:53:32.284
3,100,24564,9873,14335,2025/06/15 23:53:32.285
2,0,24564,9554,14657,2025/06/15 23:53:37.347
3,3,24564,9871,14338,2025/06/15 23:53:37.348
2,0,24564,9554,14657,2025/06/15 23:53:42.408
3,3,24564,9871,14338,2025/06/15 23:53:42.409
2,0,24564,9554,14657,2025/06/15 23:53:47.452
3,3,24564,9872,14337,2025/06/15 23:53:47.452
2,0,24564,9554,14657,2025/06/15 23:53:52.520
3,3,24564,9871,14337,2025/06/15 23:53:52.521
2,0,24564,9554,14657,2025/06/15 23:53:57.589
3,3,24564,9871,14338,2025/06/15 23:53:57.590
2,0,24564,9554,14657,2025/06/15 23:54:02.664
3,3,24564,9872,14337,2025/06/15 23:54:02.665
2,0,24564,9554,14657,2025/06/15 23:54:07.715
3,3,24564,9872,14337,2025/06/15 23:54:07.715
2,0,24564,9554,14657,2025/06/15 23:54:12.763
3,3,24564,9871,14338,2025/06/15 23:54:12.764
2,0,24564,9554,14657,2025/06/15 23:54:17.832
3,3,24564,9871,14337,2025/06/15 23:54:17.833
2,0,24564,9554,14657,2025/06/15 23:54:22.899
3,3,24564,9872,14337,2025/06/15 23:54:22.900
2,0,24564,9554,14657,2025/06/15 23:54:27.965
3,100,24564,9872,14336,2025/06/15 23:54:27.966
2,0,24564,9554,14657,2025/06/15 23:54:33.033
3,100,24564,9871,14337,2025/06/15 23:54:33.033
2,0,24564,9554,14657,2025/06/15 23:54:38.098
3,34,24564,9872,14337,2025/06/15 23:54:38.099
2,0,24564,9554,14657,2025/06/15 23:54:43.144
3,3,24564,9871,14338,2025/06/15 23:54:43.145
2,0,24564,9554,14657,2025/06/15 23:54:48.213
3,3,24564,9871,14338,2025/06/15 23:54:48.213
2,0,24564,9554,14657,2025/06/15 23:54:53.277
3,3,24564,9872,14337,2025/06/15 23:54:53.278
2,14,24564,9554,14657,2025/06/15 23:54:58.341
3,3,24564,9871,14337,2025/06/15 23:54:58.342
2,0,24564,9554,14657,2025/06/15 23:55:03.400
3,3,24564,9871,14338,2025/06/15 23:55:03.401
2,0,24564,9554,14657,2025/06/15 23:55:08.466
3,3,24564,9872,14337,2025/06/15 23:55:08.467
2,0,24564,9554,14657,2025/06/15 23:55:13.537
3,3,24564,9872,14337,2025/06/15 23:55:13.538
2,0,24564,9554,14657,2025/06/15 23:55:18.601
3,4,24564,9872,14336,2025/06/15 23:55:18.602
2,0,24564,9554,14657,2025/06/15 23:55:23.668
3,3,24564,9872,14337,2025/06/15 23:55:23.669
2,0,24564,9554,14657,2025/06/15 23:55:28.730
3,100,24564,9872,14337,2025/06/15 23:55:28.730
2,0,24564,9554,14657,2025/06/15 23:55:33.787
3,100,24564,9871,14337,2025/06/15 23:55:33.788
2,100,24564,9554,14657,2025/06/15 23:55:38.854
3,100,24564,9871,14337,2025/06/15 23:55:38.854
2,46,24564,9554,14657,2025/06/15 23:55:43.922
3,100,24564,9872,14337,2025/06/15 23:55:43.928
2,38,24564,9554,14657,2025/06/15 23:55:48.997
3,34,24564,9871,14338,2025/06/15 23:55:48.999
2,98,24564,9554,14657,2025/06/15 23:55:54.043
3,91,24564,9872,14336,2025/06/15 23:55:54.043
2,68,24564,9554,14657,2025/06/15 23:55:59.110
3,63,24564,9872,14337,2025/06/15 23:55:59.111
2,23,24564,9554,14657,2025/06/15 23:56:04.180
3,19,24564,9871,14338,2025/06/15 23:56:04.180
2,84,24564,9554,14657,2025/06/15 23:56:09.248
3,78,24564,9871,14338,2025/06/15 23:56:09.249
2,94,24564,9554,14657,2025/06/15 23:56:14.294
3,88,24564,9872,14337,2025/06/15 23:56:14.295
2,0,24564,9554,14657,2025/06/15 23:56:19.360
3,3,24564,9871,14337,2025/06/15 23:56:19.361
2,46,24564,9554,14657,2025/06/15 23:56:24.424
3,85,24564,9871,14338,2025/06/15 23:56:24.425
2,0,24564,9554,14657,2025/06/15 23:56:29.492
3,100,24564,9872,14337,2025/06/15 23:56:29.492
2,0,24564,9554,14657,2025/06/15 23:56:34.547
3,100,24564,9872,14337,2025/06/15 23:56:34.548
2,0,24564,9554,14657,2025/06/15 23:56:39.614
3,3,24564,9871,14338,2025/06/15 23:56:39.615
2,0,24564,9554,14657,2025/06/15 23:56:44.662
3,3,24564,9872,14337,2025/06/15 23:56:44.663
2,0,24564,9554,14657,2025/06/15 23:56:49.730
3,3,24564,9872,14337,2025/06/15 23:56:49.731
2,0,24564,9554,14657,2025/06/15 23:56:54.800
3,3,24564,9871,14338,2025/06/15 23:56:54.801
2,0,24564,9554,14657,2025/06/15 23:56:59.856
3,3,24564,9871,14337,2025/06/15 23:56:59.857
2,0,24564,9554,14657,2025/06/15 23:57:04.912
3,3,24564,9872,14337,2025/06/15 23:57:04.912
2,0,24564,9554,14657,2025/06/15 23:57:09.978
3,3,24564,9871,14338,2025/06/15 23:57:09.979
2,0,24564,9554,14657,2025/06/15 23:57:15.046
3,3,24564,9871,14337,2025/06/15 23:57:15.047
2,0,24564,9554,14657,2025/06/15 23:57:20.114
3,3,24564,9872,14337,2025/06/15 23:57:20.115
2,46,24564,9554,14657,2025/06/15 23:57:25.188
3,86,24564,9871,14337,2025/06/15 23:57:25.189
2,0,24564,9554,14657,2025/06/15 23:57:30.234
3,100,24564,9871,14338,2025/06/15 23:57:30.235
2,0,24564,9554,14657,2025/06/15 23:57:35.297
3,100,24564,9872,14337,2025/06/15 23:57:35.298
2,0,24564,9554,14657,2025/06/15 23:57:40.342
3,3,24564,9872,14337,2025/06/15 23:57:40.342
2,0,24564,9554,14657,2025/06/15 23:57:45.405
3,3,24564,9871,14338,2025/06/15 23:57:45.406
2,0,24564,9554,14657,2025/06/15 23:57:50.472
3,3,24564,9871,14337,2025/06/15 23:57:50.473
2,0,24564,9554,14657,2025/06/15 23:57:55.543
3,3,24564,9872,14337,2025/06/15 23:57:55.544
2,22,24564,9554,14657,2025/06/15 23:58:00.613
3,18,24564,9871,14338,2025/06/15 23:58:00.614
2,40,24564,9554,14657,2025/06/15 23:58:05.676
3,100,24564,9871,14337,2025/06/15 23:58:05.684
2,66,24564,9554,14657,2025/06/15 23:58:10.751
3,60,24564,9872,14337,2025/06/15 23:58:10.752
2,100,24564,9554,14657,2025/06/15 23:58:15.817
3,100,24564,9871,14338,2025/06/15 23:58:15.818
2,64,24564,9554,14657,2025/06/15 23:58:20.885
3,100,24564,9871,14338,2025/06/15 23:58:20.886
2,0,24564,9554,14657,2025/06/15 23:58:25.948
3,3,24564,9872,14337,2025/06/15 23:58:25.948
2,0,24564,9554,14657,2025/06/15 23:58:30.997
3,100,24564,9871,14337,2025/06/15 23:58:30.998
2,0,24564,9554,14657,2025/06/15 23:58:36.057
3,100,24564,9871,14338,2025/06/15 23:58:36.058
2,13,24564,9554,14657,2025/06/15 23:58:41.105
3,8,24564,9872,14337,2025/06/15 23:58:41.106
2,83,24564,9554,14657,2025/06/15 23:58:46.169
3,76,24564,9871,14337,2025/06/15 23:58:46.170
2,94,24564,9554,14657,2025/06/15 23:58:51.236
3,100,24564,9871,14338,2025/06/15 23:58:51.237
2,80,24564,9554,14657,2025/06/15 23:58:56.303
3,100,24564,9872,14337,2025/06/15 23:58:56.305
2,0,24564,9554,14657,2025/06/15 23:59:01.362
3,7,24564,9873,14335,2025/06/15 23:59:01.363
2,0,24564,9554,14657,2025/06/15 23:59:06.432
3,3,24564,9871,14338,2025/06/15 23:59:06.432
2,0,24564,9554,14657,2025/06/15 23:59:11.505
3,3,24564,9872,14337,2025/06/15 23:59:11.505
2,0,24564,9554,14657,2025/06/15 23:59:16.573
3,3,24564,9872,14337,2025/06/15 23:59:16.574
2,0,24564,9554,14657,2025/06/15 23:59:21.639
3,3,24564,9871,14338,2025/06/15 23:59:21.639
2,0,24564,9554,14657,2025/06/15 23:59:26.705
3,3,24564,9871,14337,2025/06/15 23:59:26.706
2,0,24564,9554,14657,2025/06/15 23:59:31.766
3,100,24564,9872,14337,2025/06/15 23:59:31.767
2,0,24564,9554,14657,2025/06/15 23:59:36.814
3,99,24564,9871,14337,2025/06/15 23:59:36.815
2,61,24564,9554,14657,2025/06/15 23:59:41.880
3,56,24564,9871,14338,2025/06/15 23:59:41.881
2,100,24564,9554,14657,2025/06/15 23:59:46.943
3,100,24564,9872,14337,2025/06/15 23:59:46.943
2,35,24564,9554,14657,2025/06/15 23:59:51.991
3,49,24564,9873,14336,2025/06/15 23:59:51.992
2,14,24564,9554,14657,2025/06/15 23:59:57.060
3,35,24564,9871,14338,2025/06/15 23:59:57.060
2,0,24564,9554,14657,2025/06/16 00:00:02.127
3,3,24564,9873,14335,2025/06/16 00:00:02.128
2,0,24564,9554,14657,2025/06/16 00:00:07.174
3,3,24564,9872,14337,2025/06/16 00:00:07.175
2,0,24564,9554,14657,2025/06/16 00:00:12.238
3,3,24564,9871,14338,2025/06/16 00:00:12.241
2,0,24564,9554,14657,2025/06/16 00:00:17.285
3,3,24564,9871,14337,2025/06/16 00:00:17.286
2,0,24564,9554,14657,2025/06/16 00:00:22.351
3,3,24564,9872,14337,2025/06/16 00:00:22.352
2,0,24564,9554,14657,2025/06/16 00:00:27.419
3,3,24564,9871,14338,2025/06/16 00:00:27.420
2,0,24564,9554,14657,2025/06/16 00:00:32.485
3,100,24564,9873,14336,2025/06/16 00:00:32.486
2,0,24564,9554,14657,2025/06/16 00:00:37.552
3,100,24564,9873,14336,2025/06/16 00:00:37.553
2,100,24564,9554,14657,2025/06/16 00:00:42.619
3,100,24564,9871,14338,2025/06/16 00:00:42.620
2,100,24564,9554,14657,2025/06/16 00:00:47.686
3,95,24564,9871,14338,2025/06/16 00:00:47.687
2,100,24564,9554,14657,2025/06/16 00:00:52.739
3,100,24564,9872,14337,2025/06/16 00:00:52.740
2,45,24564,9554,14657,2025/06/16 00:00:57.803
3,44,24564,9871,14337,2025/06/16 00:00:57.804
2,26,24564,9554,14657,2025/06/16 00:01:02.870
3,60,24564,9871,14338,2025/06/16 00:01:02.872
2,0,24564,9554,14657,2025/06/16 00:01:07.934
3,3,24564,9872,14337,2025/06/16 00:01:07.935
2,0,24564,9554,14657,2025/06/16 00:01:13.001
3,3,24564,9871,14337,2025/06/16 00:01:13.002
2,0,24564,9554,14657,2025/06/16 00:01:18.064
3,3,24564,9871,14338,2025/06/16 00:01:18.064
2,0,24564,9554,14657,2025/06/16 00:01:23.134
3,3,24564,9872,14337,2025/06/16 00:01:23.135
2,40,24564,9554,14657,2025/06/16 00:01:28.207
3,79,24564,9872,14337,2025/06/16 00:01:28.208
2,4,24564,9554,14657,2025/06/16 00:01:33.275
3,100,24564,9873,14336,2025/06/16 00:01:33.275
2,0,24564,9554,14657,2025/06/16 00:01:38.343
3,3,24564,9872,14337,2025/06/16 00:01:38.344
2,0,24564,9554,14657,2025/06/16 00:01:43.412
3,3,24564,9872,14337,2025/06/16 00:01:43.413
2,0,24564,9554,14657,2025/06/16 00:01:48.467
3,3,24564,9871,14338,2025/06/16 00:01:48.468
2,10,24564,9554,14657,2025/06/16 00:01:53.536
3,6,24564,9871,14337,2025/06/16 00:01:53.536
2,35,24564,9554,14657,2025/06/16 00:01:58.603
3,100,24564,9872,14337,2025/06/16 00:01:58.611
2,100,24564,9554,14657,2025/06/16 00:02:03.680
3,99,24564,9870,14338,2025/06/16 00:02:03.680
2,57,24564,9554,14657,2025/06/16 00:02:08.739
3,89,24564,9871,14338,2025/06/16 00:02:08.740
2,15,24564,9554,14657,2025/06/16 00:02:13.790
3,22,24564,9872,14337,2025/06/16 00:02:13.791
2,70,24564,9554,14657,2025/06/16 00:02:18.847
3,84,24564,9871,14337,2025/06/16 00:02:18.848
2,20,24564,9554,14657,2025/06/16 00:02:23.906
3,39,24564,9871,14338,2025/06/16 00:02:23.908
2,0,24564,9554,14657,2025/06/16 00:02:28.976
3,3,24564,9872,14337,2025/06/16 00:02:28.977
2,0,24564,9554,14657,2025/06/16 00:02:34.041
3,100,24564,9872,14337,2025/06/16 00:02:34.041
2,26,24564,9554,14657,2025/06/16 00:02:39.089
3,22,24564,9871,14338,2025/06/16 00:02:39.090
2,44,24564,9554,14657,2025/06/16 00:02:44.155
3,68,24564,9873,14335,2025/06/16 00:02:44.156
2,44,24564,9554,14657,2025/06/16 00:02:49.202
3,56,24564,9872,14337,2025/06/16 00:02:49.203
2,0,24564,9554,14657,2025/06/16 00:02:54.278
3,3,24564,9871,14338,2025/06/16 00:02:54.279
2,0,24564,9554,14657,2025/06/16 00:02:59.345
3,3,24564,9871,14337,2025/06/16 00:02:59.346
2,0,24564,9554,14657,2025/06/16 00:03:04.411
3,3,24564,9872,14337,2025/06/16 00:03:04.412
2,0,24564,9554,14657,2025/06/16 00:03:09.463
3,3,24564,9871,14338,2025/06/16 00:03:09.464
2,0,24564,9554,14657,2025/06/16 00:03:14.529
3,3,24564,9871,14337,2025/06/16 00:03:14.529
2,2,24564,9554,14657,2025/06/16 00:03:19.591
3,3,24564,9872,14337,2025/06/16 00:03:19.592
2,41,24564,9554,14657,2025/06/16 00:03:24.639
3,86,24564,9872,14336,2025/06/16 00:03:24.640
2,0,24564,9554,14657,2025/06/16 00:03:29.705
3,100,24564,9871,14338,2025/06/16 00:03:29.705
2,100,24564,9554,14657,2025/06/16 00:03:34.776
3,100,24564,9873,14335,2025/06/16 00:03:34.785
2,0,24564,9554,14657,2025/06/16 00:03:39.852
3,3,24564,9871,14337,2025/06/16 00:03:39.854
2,0,24564,9554,14657,2025/06/16 00:03:44.920
3,3,24564,9871,14338,2025/06/16 00:03:44.921
2,0,24564,9554,14657,2025/06/16 00:03:49.987
3,3,24564,9872,14337,2025/06/16 00:03:49.987
2,0,24564,9554,14657,2025/06/16 00:03:55.056
3,3,24564,9872,14337,2025/06/16 00:03:55.057
2,0,24564,9554,14657,2025/06/16 00:04:00.098
3,3,24564,9871,14338,2025/06/16 00:04:00.099
2,0,24564,9554,14657,2025/06/16 00:04:05.143
3,3,24564,9873,14335,2025/06/16 00:04:05.145
2,0,24564,9554,14657,2025/06/16 00:04:10.198
3,4,24564,9872,14337,2025/06/16 00:04:10.199
2,100,24564,9554,14657,2025/06/16 00:04:15.263
3,95,24564,9871,14338,2025/06/16 00:04:15.264
2,27,24564,9554,14657,2025/06/16 00:04:20.333
3,62,24564,9871,14337,2025/06/16 00:04:20.333
2,0,24564,9554,14657,2025/06/16 00:04:25.406
3,3,24564,9872,14337,2025/06/16 00:04:25.406
2,4,24564,9554,14657,2025/06/16 00:04:30.472
3,100,24564,9872,14337,2025/06/16 00:04:30.473
2,0,24564,9554,14657,2025/06/16 00:04:35.520
3,100,24564,9871,14337,2025/06/16 00:04:35.521
2,0,24564,9554,14657,2025/06/16 00:04:40.584
3,3,24564,9872,14337,2025/06/16 00:04:40.585
2,0,24564,9554,14657,2025/06/16 00:04:45.649
3,3,24564,9871,14338,2025/06/16 00:04:45.651
2,0,24564,9554,14657,2025/06/16 00:04:50.699
3,3,24564,9871,14338,2025/06/16 00:04:50.699
2,0,24564,9554,14657,2025/06/16 00:04:55.744
3,3,24564,9872,14337,2025/06/16 00:04:55.745
2,0,24564,9554,14657,2025/06/16 00:05:00.807
3,3,24564,9872,14337,2025/06/16 00:05:00.808
2,60,24564,9554,14657,2025/06/16 00:05:05.877
3,55,24564,9871,14338,2025/06/16 00:05:05.878
2,23,24564,9554,14657,2025/06/16 00:05:10.930
3,39,24564,9872,14337,2025/06/16 00:05:10.931
2,0,24564,9554,14657,2025/06/16 00:05:15.991
3,4,24564,9873,14335,2025/06/16 00:05:15.992
2,0,24564,9554,14657,2025/06/16 00:05:21.059
3,3,24564,9871,14338,2025/06/16 00:05:21.060
2,40,24564,9554,14657,2025/06/16 00:05:26.125
3,82,24564,9871,14337,2025/06/16 00:05:26.126
2,0,24564,9554,14657,2025/06/16 00:05:31.172
3,100,24564,9873,14335,2025/06/16 00:05:31.173
2,0,24564,9554,14657,2025/06/16 00:05:36.236
3,100,24564,9873,14335,2025/06/16 00:05:36.237
2,94,24564,9554,14657,2025/06/16 00:05:41.304
3,87,24564,9871,14338,2025/06/16 00:05:41.305
2,100,24564,9554,14657,2025/06/16 00:05:46.370
3,100,24564,9872,14337,2025/06/16 00:05:46.371
2,25,24564,9554,14657,2025/06/16 00:05:51.436
3,31,24564,9871,14338,2025/06/16 00:05:51.436
2,0,24564,9554,14657,2025/06/16 00:05:56.505
3,3,24564,9871,14338,2025/06/16 00:05:56.505
2,0,24564,9554,14657,2025/06/16 00:06:01.555
3,3,24564,9872,14337,2025/06/16 00:06:01.556
2,0,24564,9554,14657,2025/06/16 00:06:06.606
3,3,24564,9872,14337,2025/06/16 00:06:06.607
2,23,24564,9554,14657,2025/06/16 00:06:11.677
3,18,24564,9871,14338,2025/06/16 00:06:11.677
2,41,24564,9554,14657,2025/06/16 00:06:16.742
3,36,24564,9872,14337,2025/06/16 00:06:16.744
2,100,24564,9554,14657,2025/06/16 00:06:21.822
3,100,24564,9872,14337,2025/06/16 00:06:21.824
2,40,24564,9554,14657,2025/06/16 00:06:26.896
3,85,24564,9871,14338,2025/06/16 00:06:26.897
2,0,24564,9554,14657,2025/06/16 00:06:31.965
3,100,24564,9871,14337,2025/06/16 00:06:31.965
2,0,24564,9554,14657,2025/06/16 00:06:37.035
3,100,24564,9871,14337,2025/06/16 00:06:37.035
2,100,24564,9554,14657,2025/06/16 00:06:42.102
3,100,24564,9871,14338,2025/06/16 00:06:42.103
2,27,24564,9554,14657,2025/06/16 00:06:47.169
3,52,24564,9872,14336,2025/06/16 00:06:47.170
2,0,24564,9554,14657,2025/06/16 00:06:52.216
3,3,24564,9872,14337,2025/06/16 00:06:52.217
2,0,24564,9554,14657,2025/06/16 00:06:57.266
3,3,24564,9871,14338,2025/06/16 00:06:57.267
2,0,24564,9554,14657,2025/06/16 00:07:02.317
3,10,24564,9871,14338,2025/06/16 00:07:02.317
2,32,24564,9554,14657,2025/06/16 00:07:07.385
3,26,24564,9872,14337,2025/06/16 00:07:07.386
2,52,24564,9554,14657,2025/06/16 00:07:12.454
3,79,24564,9873,14336,2025/06/16 00:07:12.456
2,19,24564,9554,14657,2025/06/16 00:07:17.515
3,2,24564,9871,14338,2025/06/16 00:07:17.516
2,0,24564,9554,14657,2025/06/16 00:07:22.581
3,3,24564,9872,14337,2025/06/16 00:07:22.583
2,42,24564,9554,14657,2025/06/16 00:07:27.652
3,89,24564,9872,14337,2025/06/16 00:07:27.653
2,0,24564,9554,14657,2025/06/16 00:07:32.697
3,100,24564,9871,14338,2025/06/16 00:07:32.697
2,0,24564,9554,14657,2025/06/16 00:07:37.765
3,100,24564,9871,14337,2025/06/16 00:07:37.766
2,0,24564,9554,14657,2025/06/16 00:07:42.809
3,3,24564,9872,14337,2025/06/16 00:07:42.809
2,35,24564,9554,14657,2025/06/16 00:07:47.863
3,29,24564,9871,14338,2025/06/16 00:07:47.864
2,72,24564,9554,14657,2025/06/16 00:07:52.933
3,65,24564,9871,14337,2025/06/16 00:07:52.934
2,20,24564,9554,14657,2025/06/16 00:07:58.000
3,64,24564,9872,14337,2025/06/16 00:07:58.001
2,0,24564,9554,14657,2025/06/16 00:08:03.072
3,3,24564,9871,14338,2025/06/16 00:08:03.073
2,0,24564,9554,14657,2025/06/16 00:08:08.139
3,3,24564,9871,14337,2025/06/16 00:08:08.140
2,0,24564,9554,14657,2025/06/16 00:08:13.198
3,3,24564,9872,14337,2025/06/16 00:08:13.198
2,47,24564,9554,14657,2025/06/16 00:08:18.261
3,42,24564,9871,14338,2025/06/16 00:08:18.262
2,88,24564,9554,14657,2025/06/16 00:08:23.306
3,81,24564,9871,14338,2025/06/16 00:08:23.307
2,0,24564,9554,14657,2025/06/16 00:08:28.376
3,3,24564,9872,14337,2025/06/16 00:08:28.377
2,0,24564,9554,14657,2025/06/16 00:08:33.443
3,100,24564,9873,14335,2025/06/16 00:08:33.444
2,0,24564,9554,14657,2025/06/16 00:08:38.499
3,100,24564,9873,14336,2025/06/16 00:08:38.500
2,22,24564,9554,14657,2025/06/16 00:08:43.564
3,46,24564,9872,14337,2025/06/16 00:08:43.565
2,0,24564,9554,14657,2025/06/16 00:08:48.632
3,3,24564,9872,14337,2025/06/16 00:08:48.632
2,0,24564,9554,14657,2025/06/16 00:08:53.696
3,3,24564,9871,14338,2025/06/16 00:08:53.697
2,0,24564,9554,14657,2025/06/16 00:08:58.745
3,3,24564,9871,14337,2025/06/16 00:08:58.746
2,85,24564,9554,14657,2025/06/16 00:09:03.814
3,79,24564,9872,14337,2025/06/16 00:09:03.816
2,100,24564,9554,14657,2025/06/16 00:09:08.877
3,26,24564,9871,14338,2025/06/16 00:09:08.879
2,0,24564,9554,14657,2025/06/16 00:09:13.934
3,3,24564,9871,14337,2025/06/16 00:09:13.935
2,0,24564,9554,14657,2025/06/16 00:09:18.999
3,3,24564,9872,14337,2025/06/16 00:09:19.000
2,0,24564,9554,14657,2025/06/16 00:09:24.067
3,3,24564,9871,14338,2025/06/16 00:09:24.068
2,0,24564,9554,14657,2025/06/16 00:09:29.109
3,3,24564,9872,14336,2025/06/16 00:09:29.110
2,0,24564,9554,14657,2025/06/16 00:09:34.155
3,100,24564,9873,14336,2025/06/16 00:09:34.155
2,0,24564,9554,14657,2025/06/16 00:09:39.233
3,100,24564,9871,14337,2025/06/16 00:09:39.233
2,0,24564,9554,14657,2025/06/16 00:09:44.292
3,2,24564,9871,14338,2025/06/16 00:09:44.293
2,75,24564,9554,14657,2025/06/16 00:09:49.351
3,68,24564,9872,14337,2025/06/16 00:09:49.352
2,0,24564,9554,14657,2025/06/16 00:09:54.402
3,3,24564,9872,14337,2025/06/16 00:09:54.404
2,0,24564,9554,14657,2025/06/16 00:09:59.472
3,2,24564,9871,14338,2025/06/16 00:09:59.473
2,0,24564,9554,14657,2025/06/16 00:10:04.533
3,3,24564,9872,14337,2025/06/16 00:10:04.535
2,77,24564,9554,14657,2025/06/16 00:10:09.602
3,94,24564,9873,14335,2025/06/16 00:10:09.604
2,0,24564,9554,14657,2025/06/16 00:10:14.672
3,3,24564,9871,14338,2025/06/16 00:10:14.672
2,0,24564,9554,14657,2025/06/16 00:10:19.738
3,3,24564,9871,14337,2025/06/16 00:10:19.739
2,66,24564,9554,14657,2025/06/16 00:10:24.782
3,60,24564,9872,14337,2025/06/16 00:10:24.783
2,80,24564,9554,14657,2025/06/16 00:10:29.849
3,3,24564,9872,14336,2025/06/16 00:10:29.851
2,0,24564,9554,14657,2025/06/16 00:10:34.914
3,3,24564,9871,14338,2025/06/16 00:10:34.915
2,4,24564,9554,14657,2025/06/16 00:10:39.963
3,100,24564,9873,14335,2025/06/16 00:10:39.964
2,53,24564,9554,14657,2025/06/16 00:10:45.036
3,100,24564,9871,14337,2025/06/16 00:10:45.037
2,0,24564,9554,14657,2025/06/16 00:10:50.105
3,3,24564,9871,14338,2025/06/16 00:10:50.106
2,0,24564,9554,14657,2025/06/16 00:10:55.157
3,3,24564,9872,14337,2025/06/16 00:10:55.158
2,64,24564,9554,14657,2025/06/16 00:11:00.225
3,73,24564,9872,14337,2025/06/16 00:11:00.226
2,0,24564,9554,14657,2025/06/16 00:11:05.287
3,3,24564,9871,14338,2025/06/16 00:11:05.288
2,0,24564,9554,14657,2025/06/16 00:11:10.359
3,3,24564,9873,14335,2025/06/16 00:11:10.361
2,100,24564,9554,14657,2025/06/16 00:11:15.402
3,100,24564,9873,14336,2025/06/16 00:11:15.403
2,0,24564,9554,14657,2025/06/16 00:11:20.469
3,3,24564,9871,14338,2025/06/16 00:11:20.470
2,0,24564,9554,14657,2025/06/16 00:11:25.513
3,3,24564,9872,14337,2025/06/16 00:11:25.514
2,0,24564,9554,14657,2025/06/16 00:11:30.583
3,3,24564,9872,14337,2025/06/16 00:11:30.584
2,0,24564,9554,14657,2025/06/16 00:11:35.653
3,34,24564,9871,14338,2025/06/16 00:11:35.654
2,0,24564,9554,14657,2025/06/16 00:11:40.719
3,100,24564,9873,14336,2025/06/16 00:11:40.719
2,0,24564,9554,14657,2025/06/16 00:11:45.787
3,100,24564,9872,14337,2025/06/16 00:11:45.788
2,0,24564,9554,14657,2025/06/16 00:11:50.857
3,3,24564,9871,14338,2025/06/16 00:11:50.858
2,52,24564,9554,14657,2025/06/16 00:11:55.924
3,69,24564,9871,14338,2025/06/16 00:11:55.925
2,0,24564,9554,14657,2025/06/16 00:12:00.968
3,3,24564,9872,14337,2025/06/16 00:12:00.969
2,0,24564,9554,14657,2025/06/16 00:12:06.016
3,3,24564,9871,14337,2025/06/16 00:12:06.017
2,41,24564,9554,14657,2025/06/16 00:12:11.084
3,36,24564,9871,14338,2025/06/16 00:12:11.085
2,0,24564,9554,14657,2025/06/16 00:12:16.151
3,3,24564,9873,14335,2025/06/16 00:12:16.152
2,0,24564,9554,14657,2025/06/16 00:12:21.215
3,3,24564,9872,14337,2025/06/16 00:12:21.216
2,0,24564,9554,14657,2025/06/16 00:12:26.283
3,3,24564,9871,14338,2025/06/16 00:12:26.284
2,92,24564,9554,14657,2025/06/16 00:12:31.350
3,85,24564,9872,14337,2025/06/16 00:12:31.351
2,5,24564,9554,14657,2025/06/16 00:12:36.397
3,31,24564,9873,14335,2025/06/16 00:12:36.399
2,0,24564,9554,14657,2025/06/16 00:12:41.466
3,2,24564,9871,14338,2025/06/16 00:12:41.467
2,0,24564,9554,14657,2025/06/16 00:12:46.511
